C121,0.63,0.44,0.77,14.72
C122,0.67,0.42,0.73,15.25
C123,0.70,0.43,0.75,16.12
C124,0.58,0.46,0.78,13.56
C125,0.72,0.45,0.71,15.55
C126,0.64,0.48,0.79,15.88
C127,0.60,0.44,0.76,14.25
C128,0.62,0.47,0.72,14.39
C129,0.66,0.42,0.73,14.95
C130,0.65,0.46,0.75,14.85
C131,0.69,0.43,0.74,16.28
C132,0.68,0.40,0.72,15.10
C133,0.62,0.44,0.76,13.82
C134,0.67,0.45,0.77,15.14
C135,0.71,0.47,0.73,16.40
C136,0.59,0.41,0.75,13.22
C137,0.64,0.46,0.72,14.50
C138,0.60,0.45,0.77,14.08
C139,0.63,0.43,0.70,13.56
C140,0.65,0.42,0.79,15.13
C141,0.67,0.46,0.74,15.85
C142,0.68,0.41,0.72,14.95
C143,0.69,0.45,0.73,15.47
C144,0.60,0.44,0.80,14.25
C145,0.62,0.47,0.75,14.65
C146,0.64,0.42,0.73,14.20
C147,0.58,0.45,0.74,13.12
C148,0.61,0.41,0.72,13.85
C149,0.66,0.47,0.79,15.30
C150,0.63,0.44,0.71,14.00
C151,0.65,0.43,0.75,14.83
C152,0.60,0.40,0.78,13.67
C153,0.69,0.42,0.74,15.11
C154,0.62,0.44,0.77,14.53
C155,0.67,0.45,0.80,15.20
C156,0.59,0.40,0.72,13.10
C157,0.64,0.46,0.79,14.91
C158,0.71,0.42,0.76,16.35
C159,0.66,0.43,0.73,14.48
C160,0.60,0.45,0.74,14.02
C161,0.62,0.40,0.80,13.95
C162,0.65,0.44,0.72,14.57
C163,0.68,0.47,0.75,15.70
C164,0.59,0.41,0.78,13.55
C165,0.63,0.43,0.70,14.15
C166,0.64,0.46,0.74,14.79
C167,0.66,0.45,0.80,15.26
C168,0.72,0.42,0.77,16.11
C169,0.63,0.44,0.71,14.62
C170,0.61,0.47,0.79,14.36
C171,0.64,0.41,0.73,14.50
C172,0.65,0.44,0.72,14.90
C173,0.69,0.47,0.78,15.35
C174,0.66,0.42,0.75,14.55
C175,0.67,0.46,0.73,14.98
C176,0.70,0.43,0.72,15.40
C177,0.62,0.45,0.76,14.82
C178,0.60,0.42,0.79,14.27
C179,0.64,0.40,0.77,13.95
C180,0.61,0.47,0.74,14.13
C181,0.68,0.45,0.73,15.20
C182,0.59,0.44,0.76,13.89
C183,0.66,0.41,0.75,14.34
C184,0.64,0.47,0.74,14.82
C185,0.67,0.44,0.78,15.22
C186,0.61,0.42,0.79,14.24
C187,0.68,0.46,0.75,15.30
C188,0.63,0.41,0.72,13.77
C189,0.72,0.45,0.79,16.19
C190,0.59,0.40,0.73,13.60
C191,0.66,0.46,0.77,14.99
C192,0.63,0.43,0.75,14.50
C193,0.61,0.45,0.76,14.32
C194,0.67,0.41,0.70,14.05
C195,0.64,0.42,0.74,14.27
C196,0.65,0.43,0.78,15.05
C197,0.60,0.46,0.77,14.12
C198,0.59,0.47,0.79,13.75
C199,0.68,0.40,0.75,15.28
C200,0.63,0.45,0.74,14.21
C201,0.62,0.43,0.70,13.91
C202,0.60,0.42,0.77,14.34
C203,0.67,0.45,0.72,15.18
C204,0.65,0.44,0.76,15.06
C205,0.64,0.47,0.78,15.12
C206,0.66,0.42,0.75,14.55
C207,0.63,0.44,0.79,14.66
C208,0.59,0.43,0.74,13.52
C209,0.61,0.47,0.80,14.39
C210,0.67,0.46,0.73,15.08
C211,0.70,0.44,0.75,15.72
C212,0.64,0.41,0.76,14.93
C213,0.62,0.42,0.78,14.10
C214,0.69,0.46,0.73,15.24
C215,0.65,0.44,0.79,14.80
C216,0.68,0.47,0.74,15.33
C217,0.66,0.42,0.77,14.62
C218,0.67,0.45,0.75,15.09
C219,0.60,0.44,0.73,13.94
C220,0.62,0.45,0.79,14.50
C221,0.65,0.41,0.77,14.87
C222,0.66,0.43,0.72,15.10
C223,0.68,0.46,0.80,15.38
C224,0.63,0.44,0.71,14.74
C225,0.69,0.42,0.75,15.50
C226,0.62,0.40,0.78,14.24
C227,0.60,0.47,0.79,14.09
C228,0.65,0.41,0.73,14.85
C229,0.67,0.43,0.75,14.99
C230,0.68,0.42,0.72,15.15
C231,0.63,0.45,0.79,14.42
C232,0.64,0.41,0.74,14.95
C233,0.70,0.44,0.76,15.54
C234,0.69,0.45,0.78,15.20
C235,0.61,0.46,0.73,14.13
C236,0.68,0.43,0.79,15.40
C237,0.64,0.47,0.75,14.72
C238,0.67,0.44,0.72,15.08
C239,0.63,0.42,0.75,14.29
C240,0.66,0.43,0.76,14.98
C241,0.68,0.44,0.73,15.34
C242,0.60,0.41,0.78,13.95
C243,0.61,0.45,0.75,14.65
C244,0.65,0.44,0.77,14.97
C245,0.67,0.42,0.72,15.09
C246,0.70,0.43,0.79,15.62
C247,0.64,0.47,0.74,14.82
C248,0.59,0.41,0.78,13.84
C249,0.65,0.40,0.72,14.30
C250,0.67,0.46,0.76,15.47
C251,0.64,0.43,0.79,14.98
C252,0.62,0.45,0.72,14.57
C253,0.61,0.42,0.73,14.21
C254,0.60,0.46,0.75,13.78
C255,0.69,0.43,0.74,15.12
C256,0.65,0.41,0.79,14.91
C257,0.70,0.44,0.73,15.35
C258,0.66,0.42,0.76,15.40
C259,0.67,0.45,0.79,14.80
C260,0.64,0.43,0.75,14.59
C261,0.62,0.44,0.73,14.25
C262,0.60,0.42,0.72,13.99
C263,0.65,0.46,0.78,14.86
C264,0.67,0.44,0.74,15.10
C265,0.61,0.47,0.72,14.32
C266,0.68,0.43,0.73,15.21
C267,0.64,0.41,0.75,14.71
C268,0.62,0.42,0.79,14.55
C269,0.67,0.45,0.76,15.38
C270,0.61,0.43,0.77,14.16
C271,0.63,0.40,0.71,14.01
C272,0.65,0.47,0.74,14.63
C273,0.66,0.42,0.79,15.24
C274,0.64,0.44,0.76,14.95
C275,0.70,0.46,0.78,15.41
C276,0.68,0.43,0.72,15.18
C277,0.61,0.45,0.79,14.50
C278,0.65,0.44,0.75,14.87
C279,0.67,0.47,0.73,15.20
C280,0.62,0.42,0.76,14.43
C281,0.68,0.40,0.74,15.12
C282,0.66,0.45,0.75,14.78
C283,0.61,0.43,0.71,14.29
C284,0.63,0.47,0.73,14.81
C285,0.70,0.44,0.79,15.64
C286,0.66,0.43,0.76,14.56
C287,0.67,0.42,0.72,15.00
C288,0.62,0.45,0.75,14.92
C289,0.60,0.43,0.74,13.94
C290,0.69,0.46,0.77,15.13
C291,0.64,0.42,0.76,15.00
C292,0.62,0.41,0.73,14.34
C293,0.65,0.43,0.79,14.98
C294,0.70,0.46,0.75,15.30
C295,0.63,0.45,0.72,14.62
C296,0.61,0.42,0.78,14.10
C297,0.66,0.47,0.76,15.25
C298,0.64,0.43,0.75,14.59
C299,0.62,0.46,0.71,14.29
C300,0.8645588269292515,0.2812415565825288,0.8192161735178949,15.24742940830697
C301,0.780333445249911,0.19565949174213748,0.9059456855108284,16.473934544492973
C302,0.7889485626953917,0.25731323048588,0.8691999425777628,15.598193081708915
C303,0.7408986498729189,0.24667749632680128,0.9241771685691993,15.984037121323993
C304,0.7572089312817069,0.2353050619588636,0.8820456010263965,15.69505870566382
C305,0.747585636608054,0.2659495788224743,0.8717040483656304,15.97207803496805
C306,0.777441746511849,0.2648322682828723,0.9123191302947933,15.623614436381795
C307,0.7684515892436142,0.26597221789456477,0.9130189629848997,16.17059493417696
C308,0.7714385784770581,0.19721233405690475,0.8984945623661332,15.659549444326071
C309,0.7575505021785085,0.18519084824622495,0.8573171820720292,16.02101667681118
C310,0.7498365653410867,0.25210350403539405,0.8883947486533176,15.542977161178195
C311,0.7417857953083848,0.2737801412602591,0.8653303177358906,16.105026663227047
C312,0.7820422353955045,0.2412753360368228,0.8996428385525658,16.023504000445865
C313,0.7895980535214995,0.23537157287904198,0.9222085230946487,15.584481761610867
C314,0.7675457972598037,0.2671033949343369,0.8597546117138272,16.152384516295108
C315,0.7714581121603185,0.23728559174011238,0.8682681828558017,15.685440096492556
C316,0.7676734370278194,0.23926406105739678,0.8561045796718925,15.851416732149278
C317,0.7793065905917232,0.2288621239318848,0.8643232417094839,16.003076596144357
C318,0.7873045575987989,0.25649064324245674,0.8654634931231886,16.049369106055913
C319,0.7448308634708142,0.19630031704825174,0.9099505698948328,15.968431191104397
C320,0.77463712536869,0.18276427210505666,0.8799547893359216,16.30058627257296
C321,0.7471048957718235,0.18356273435430281,0.8888032535412168,15.737713715562712
C322,0.7631818236466776,0.2439068570836423,0.9033897755592715,15.937972261602908
C323,0.7803856523598792,0.21338572947433984,0.8548473916416457,16.041853398600008
C324,0.7733727470690976,0.2550452885944377,0.8767901174207048,16.344895015036812
C325,0.7698479402131008,0.19807424418931188,0.8977296657383357,16.02307331789252
C326,0.7459637625116035,0.1889997034930488,0.8738242709305537,15.743398569817208
C327,0.7736417326473757,0.1968563702573675,0.8623845980379456,16.45373444749497
C328,0.7897275067012712,0.2723763748823481,0.9102746224159076,16.33064863266348
C329,0.753415126733179,0.22104255123529,0.8563362607957025,15.694596748539801
C330,0.7457271225001245,0.23360184994479904,0.9003439106998471,16.111367120011632
C331,0.7558063300416594,0.19787956503519444,0.8650257889659366,15.873575298699212
C332,0.7804472463280575,0.2338575681355247,0.8644866545974147,15.800591828776788
C333,0.7408740025153986,0.19481446690531565,0.8970747669929803,16.021716760566168
C334,0.7556517736570652,0.2336401335113285,0.8742348902768992,15.759058984991132
C335,0.762872289709012,0.1852798699324644,0.9267461402057302,15.568179139786093
C336,0.7619329264437321,0.20962217969274405,0.8880684541095272,16.20940323595432
C337,0.7888649448684266,0.1915361365703921,0.9250720662115355,15.81801683959386
C338,0.7850472589235564,0.19717098336615524,0.8770672537879262,16.09811743709526
C339,0.7754280122479325,0.24527600308432546,0.853106900466693,16.47053867898488
C340,0.7732832210051307,0.2006311224420654,0.9127692660980085,16.110421027984064
C341,0.7580550566650932,0.2174553184298786,0.9016008984958759,16.082737926868237
C342,0.7886752852773057,0.2620798466911269,0.9169894875767047,16.0453555764328
C343,0.7518286624223882,0.26393451645209925,0.8798148147497019,15.677618096554665
C344,0.7757719416146054,0.25862480134421806,0.8690736866003189,15.762995442025534
C345,0.7850041840936188,0.2636057570334326,0.9039829557796684,16.17887157570606
C346,0.7420757694053842,0.24968816427858545,0.8909910465869988,15.522858962541626
C347,0.7637159111521701,0.18151949722409255,0.8584775726830497,15.627879108123548
C348,0.759782158020694,0.27049521240858665,0.864933453210576,15.926793895360369
C349,0.7575857874318545,0.25851828002588817,0.8877177998633242,15.975131340771977
C350,0.7538814039988667,0.19551403944329432,0.8829262013573216,15.946358375732563
C351,0.75505233027849,0.20397917046761213,0.8686204607238807,16.283103354592097
C352,0.7652316385421022,0.2513757044125819,0.8885443580297743,15.855680350722357
C353,0.7888878769313589,0.2794980936657309,0.8915241170880156,15.666645750057977
C354,0.7611300036121501,0.21431271217579909,0.8847845720700795,16.314602452358624
C355,0.7752151300574357,0.22235868839763356,0.8629261332474902,16.078084964227426
C356,0.7422696561105808,0.25409557265501037,0.8651356036489665,16.081357896618186
C357,0.7571256295271026,0.19937693751294736,0.9106750573740989,15.95293186022778
C358,0.7876398457570557,0.22966306388493493,0.8889828838961024,16.336583646419857
C359,0.7736457620637459,0.206068704842895,0.8871444916676111,16.425945885767455
C360,0.7786983461698461,0.2578799888135904,0.8570465914135663,16.467107100673168
C361,0.8660266242563903,0.2187150091921265,0.7994134923612907,16.696306016865268
C362,0.8788856939469416,0.2630365820287211,0.7958800520381304,15.797234429399392
C363,0.8886406829457638,0.22236135343581467,0.7844201579339504,16.217887117789353
C364,0.8894074847673306,0.24845370973710357,0.786522348419294,15.73651642319085
C365,0.8809231658910235,0.22099180937514848,0.8269375039025353,16.250729879050837
C366,0.8984699209686927,0.24423810508950683,0.83444890033564,16.21728037511264
C367,0.9080183206008099,0.20508471150080776,0.809986992710414,16.299905980009555
C368,0.8924342742395981,0.2821874484328223,0.7916824325470747,16.369212643382355
C369,0.9027950758875475,0.261025808935767,0.8467191583221394,15.87820371735075
C370,0.8673644653787265,0.2776493165951271,0.7807264027199591,16.4500941365778
C371,0.8810272848276626,0.25118163473993993,0.8095092598350337,16.002101438494456
C372,0.9077726323434875,0.2690451649279837,0.8207654819891085,15.990865586372719
C373,0.8892273468413752,0.21688178962125812,0.8362608279084903,16.62876868037404
C374,0.8847744997440269,0.2644984703067162,0.8366718104380559,16.213434913736453
C375,0.8862852778804611,0.20535878491579732,0.8375768697305921,15.858119537897354
C376,0.8836313615560814,0.27395346896990874,0.811018834971163,16.256674320807097
C377,0.901053868667944,0.20790101836815894,0.7982565738009604,16.240384484591374
C378,0.9025577197852493,0.2251409875487369,0.8331056080496387,16.571876221661455
C379,0.9021063691301467,0.28553088070366756,0.8047272233659151,16.197468778522587
C380,0.8657125555221528,0.19884307705733775,0.8061673309289984,16.51211616572601
C381,0.8935816878980986,0.2707701303955976,0.8431801391818833,16.66603435871325
C382,0.9085750823496062,0.2826834269930578,0.8215113469978728,15.741150175038767
C383,0.8763609243931969,0.194942299004296,0.8005583333306681,15.831000685683252
C384,0.8877074219396281,0.20485199631063608,0.8017769023825307,15.775797331678078
C385,0.8895457002095748,0.19428598507625933,0.804912250459074,16.630845829157483
C386,0.8780067530417761,0.25757757960157357,0.7816941253207962,15.794549448743858
C387,0.8872006999663024,0.24355511155455103,0.7928238082260832,15.863296183428094
C388,0.8755961699671427,0.2275819075329886,0.8386121384922779,15.768878235161903
C389,0.9051881639867828,0.22204420964792243,0.7719641646214529,16.2674641074435
C390,0.8855393287085231,0.2403942607742457,0.7824136828478617,15.848735268411495
C391,0.8799782148749367,0.2823634592229277,0.7733575964476183,16.684926228213605
C392,0.861657800350528,0.2617171052770384,0.8240432579896901,15.908829548809214
C393,0.8674345803838914,0.25998320432416583,0.8441901040907489,15.952168868043028
C394,0.9086828057413968,0.20210575446810597,0.8024174154349177,15.95567244241395
C395,0.880244615432552,0.2399121695298581,0.8162535663587903,15.953215217416105
C396,0.87121131234707,0.20437372091355938,0.7867282446438839,15.821494241407379
C397,0.8607931322288329,0.23238614391758391,0.845113933262973,15.865511841432168
C398,0.8935524636913033,0.25598432851381075,0.805694400715809,16.38723700138133
C399,0.8704446011319347,0.27926273713885186,0.8306477595379219,16.05665515829028
C400,0.8925677228982507,0.19481297272527132,0.828735278361072,16.235429564912472
C401,1.06,0.47,0.53,18.22
C402,1.16,0.45,0.60,20.11
C403,0.99,0.39,0.74,17.92
C404,1.10,0.44,0.61,18.95
C405,0.88,0.37,0.69,16.53
C406,1.22,0.46,0.63,19.65
C407,1.08,0.43,0.56,18.77
C408,1.13,0.45,0.55,19.31
C409,1.00,0.40,0.72,17.88
C410,1.04,0.42,0.57,19.40
C411,1.20,0.48,0.62,18.64
C412,0.95,0.41,0.70,17.25
C413,1.06,0.46,0.60,19.11
C414,1.07,0.44,0.59,18.47
C415,1.12,0.47,0.58,19.30
C416,1.09,0.43,0.55,18.66
C417,1.18,0.49,0.61,19.85
C418,0.96,0.39,0.73,16.84
C419,1.14,0.46,0.60,19.55
C420,1.13,0.45,0.57,18.90
C421,1.01,0.40,0.70,17.76
C422,1.05,0.42,0.58,19.17
C423,1.19,0.48,0.64,19.98
C424,0.97,0.40,0.71,16.60
C425,1.10,0.45,0.59,18.54
C426,1.15,0.47,0.60,19.46
C427,1.08,0.43,0.56,18.32
C428,1.02,0.41,0.72,17.95
C429,1.12,0.46,0.63,19.07
C430,0.94,0.38,0.69,16.11
C431,1.07,0.44,0.57,18.71
C432,1.09,0.45,0.61,19.11
C433,0.99,0.39,0.68,17.42
C434,1.14,0.47,0.59,19.22
C435,1.03,0.42,0.56,18.09
C436,1.11,0.46,0.62,19.35
C437,1.06,0.43,0.58,18.77
C438,0.97,0.40,0.67,16.91
C439,1.21,0.48,0.60,19.63
C440,1.00,0.41,0.72,17.94
C441,1.08,0.44,0.58,18.86
C442,1.14,0.46,0.61,19.58
C443,1.10,0.45,0.59,18.94
C444,1.15,0.47,0.62,19.48
C445,1.02,0.43,0.55,17.87
C446,1.09,0.44,0.60,19.02
C447,1.12,0.46,0.63,19.79
C448,1.16,0.49,0.64,20.04
C449,1.04,0.42,0.57,18.36
C450,1.19,0.48,0.62,19.79
C451,0.97,0.40,0.68,16.56
C452,1.05,0.43,0.59,18.06
C453,1.08,0.44,0.60,18.84
C454,1.14,0.46,0.61,19.15
C455,1.01,0.40,0.69,17.77
C456,1.13,0.45,0.58,19.27
C457,1.10,0.44,0.60,18.99
C458,0.98,0.39,0.70,17.31
C459,1.06,0.42,0.56,18.50
C460,1.12,0.47,0.61,19.38
C461,1.04,0.41,0.58,17.97
C462,1.16,0.48,0.63,19.68
C463,1.08,0.45,0.57,18.72
C464,1.03,0.42,0.55,18.08
C465,1.09,0.44,0.61,19.06
C466,1.11,0.46,0.59,18.77
C467,0.98,0.39,0.69,17.13
C468,1.00,0.40,0.70,17.56
C469,1.12,0.47,0.62,19.56
C470,1.04,0.42,0.55,17.95
C471,1.15,0.48,0.60,19.80
C472,1.03,0.41,0.56,18.21
C473,1.08,0.43,0.59,18.61
C474,1.11,0.46,0.63,19.29
C475,1.00,0.40,0.72,17.89
C476,1.10,0.45,0.58,18.70
C477,1.17,0.49,0.65,20.12
C478,1.03,0.42,0.55,18.00
C479,1.12,0.46,0.60,19.18
C480,1.04,0.43,0.59,18.19
C481,1.09,0.44,0.57,18.83
C482,1.13,0.45,0.62,19.63
C483,1.02,0.41,0.58,17.99
C484,1.11,0.47,0.60,19.34
C485,1.05,0.42,0.56,18.40
C486,1.00,0.40,0.71,17.69
C487,1.14,0.46,0.59,19.27
C488,1.12,0.45,0.58,19.10
C489,1.09,0.44,0.60,18.65
C490,1.03,0.41,0.56,18.14
C491,1.15,0.48,0.61,19.75
C492,1.10,0.44,0.57,18.88
C493,1.17,0.49,0.62,19.97
C494,1.00,0.40,0.70,17.53
C495,1.07,0.43,0.56,18.26
C496,1.03,0.42,0.58,17.91
C497,1.13,0.46,0.60,19.42
C498,1.11,0.45,0.59,18.73
C499,1.08,0.44,0.61,18.51
C500,1.06,0.43,0.55,18.18
C501,1.15,0.46,0.62,19.03
C502,1.12,0.45,0.59,18.72
C503,1.09,0.44,0.58,18.32
C504,1.07,0.43,0.57,17.88
C505,1.10,0.45,0.60,18.58
C506,1.13,0.46,0.63,19.23
C507,1.11,0.45,0.61,18.92
C508,1.08,0.44,0.60,18.45
C509,1.07,0.43,0.56,17.95
C510,1.10,0.45,0.59,18.55
C511,1.12,0.46,0.62,19.06
C512,1.09,0.44,0.58,18.40
C513,1.11,0.45,0.60,18.84
C514,1.08,0.44,0.59,18.28
C515,1.10,0.45,0.61,18.72
C516,1.12,0.46,0.64,19.10
C517,1.13,0.47,0.63,19.31
C518,1.07,0.43,0.55,17.92
C519,1.08,0.44,0.57,18.14
C520,1.09,0.45,0.59,18.51
C521,1.11,0.46,0.62,18.97
C522,1.10,0.45,0.61,18.74
C523,1.13,0.47,0.64,19.19
C524,1.12,0.46,0.63,19.03
C525,1.08,0.44,0.58,18.39
C526,1.09,0.45,0.60,18.63
C527,1.10,0.45,0.59,18.54
C528,1.11,0.46,0.61,18.85
C529,1.12,0.47,0.62,19.17
C530,1.13,0.47,0.64,19.25
C531,1.09,0.45,0.58,18.29
C532,1.08,0.44,0.57,18.11
C533,1.10,0.45,0.59,18.44
C534,1.11,0.46,0.60,18.93
C535,1.12,0.47,0.63,19.08
C536,1.13,0.47,0.65,19.28
C537,1.09,0.45,0.58,18.36
C538,1.08,0.44,0.56,18.04
C539,1.10,0.45,0.59,18.46
C540,1.11,0.46,0.60,18.91
C541,1.12,0.47,0.61,19.13
C542,1.13,0.47,0.64,19.35
C543,1.09,0.45,0.58,18.41
C544,1.08,0.44,0.57,18.19
C545,1.10,0.45,0.59,18.47
C546,1.11,0.46,0.61,18.90
C547,1.12,0.47,0.62,19.10
C548,1.13,0.48,0.64,19.29
C549,1.09,0.45,0.58,18.32
C550,1.08,0.44,0.57,18.22
C551,1.10,0.45,0.60,18.50
C552,1.11,0.46,0.62,18.92
C553,1.12,0.47,0.63,19.05
C554,1.13,0.48,0.65,19.20
C555,1.09,0.45,0.59,18.48
C556,1.08,0.44,0.58,18.35
C557,1.10,0.45,0.60,18.53
C558,1.11,0.46,0.62,18.96
C559,1.12,0.47,0.63,19.12
C560,1.13,0.48,0.64,19.33
C561,1.09,0.45,0.59,18.41
C562,1.08,0.44,0.57,18.18
C563,1.10,0.45,0.60,18.55
C564,1.11,0.46,0.62,18.98
C565,1.12,0.47,0.63,19.06
C566,1.13,0.48,0.65,19.26
C567,1.09,0.45,0.59,18.44
C568,1.08,0.44,0.58,18.26
C569,1.10,0.45,0.61,18.58
C570,1.11,0.46,0.62,18.89
C571,1.12,0.47,0.63,19.02
C572,1.13,0.48,0.64,19.19
C573,1.09,0.45,0.59,18.47
C574,1.08,0.44,0.57,18.30
C575,1.10,0.45,0.60,18.60
C576,1.11,0.46,0.62,18.91
C577,1.12,0.47,0.63,19.07
C578,1.13,0.48,0.65,19.30
C579,1.09,0.45,0.59,18.50
C580,1.08,0.44,0.58,18.33
C581,1.10,0.45,0.60,18.62
C582,1.11,0.46,0.62,18.93
C583,1.12,0.47,0.63,19.09
C584,1.13,0.48,0.65,19.32
C585,1.09,0.45,0.59,18.52
C586,1.08,0.44,0.58,18.36
C587,1.10,0.45,0.60,18.64
C588,1.11,0.46,0.62,18.94
C589,1.12,0.47,0.63,19.11
C590,1.13,0.48,0.65,19.34
C591,1.09,0.45,0.59,18.54
C592,1.08,0.44,0.58,18.38
C593,1.10,0.45,0.60,18.65
C594,1.11,0.46,0.62,18.95
C595,1.12,0.47,0.63,19.13
C596,1.13,0.48,0.65,19.36
C597,1.09,0.45,0.59,18.56
C598,1.08,0.44,0.58,18.41
C599,1.10,0.45,0.60,18.67
C600,1.11,0.46,0.62,18.97
